company,city,country,component,location_source_url,component_source_url,confidence,notes
sk innovation,Seoul,South Korea,EV lithium-ion battery cells (SK On),https://en.wikipedia.org/wiki/SK_Innovation,https://en.wikipedia.org/wiki/SK_On,medium,"HQ Seoul (KRX:096770). Holding company - DIVERSIFIED across SK On (EV batteries, the supply-chain slice reported), SK Energy (refining) & SK Geo Centric (chemicals)."
jsr,Tokyo,Japan,synthetic rubber (SBR/BR),https://www.jsr.co.jp/jsr_e/company/history.html,https://www.kedglobal.com/rubber-business-disposal/newsView/ked202101060014,medium,"HQ Tokyo (formerly Japan Synthetic Rubber). Synthetic rubber (SBR/BR for tyres) matches Bridgestone/NOK link, BUT elastomer business was divested to ENEOS (2022); JSR now focuses on semiconductor photoresists (being acquired by JIC)."
kukdo chemical,Seoul,South Korea,epoxy resins & curing agents,https://www.kukdo.com/en/index.do,https://m.kukdo.com/en/business/epoxy.do,high,"HQ Geumcheon, Seoul (KRX:007690). Korea's first epoxy maker; epoxy resins, reactive diluents & curing agents for electronics, autos, coatings, composites."
uacj,Tokyo,Japan,rolled aluminium (sheet & heat-exchanger materials),https://www.uacj.co.jp/english/company/profile/business.htm,https://www.uacj.co.jp/english/company/profile/business.htm,high,"HQ Otemachi, Tokyo (TSE:5741); main rolling works Nagoya (Aichi) & Fukui. Japan's largest aluminium-products maker (merger of Furukawa-Sky + Sumitomo Light Metal); auto sheet, heat-exchanger materials, can stock."
grupo antolin-irausa,Burgos,Spain,automotive interior systems (headliners/door panels/cockpits),https://en.wikipedia.org/wiki/Grupo_Antolin,https://www.antolin.com/en/company,high,"HQ Burgos, Spain. World leader in overhead/headliner systems; also door panels, cockpits, interior lighting & trim. 111 plants in 23 countries."
cummins,Columbus,United States,diesel & alternative-fuel engines,https://www.cummins.com/en-na/company,https://www.sec.gov/Archives/edgar/data/26172/000002617224000012/cmi-20231231.htm,high,"HQ Columbus, Indiana (NYSE:CMI). Diesel/natural-gas/hybrid engines + power systems, turbos/filtration (components), and Accelera (fuel cells/electrolyzers)."
hanwa,Osaka,Japan,steel & metals trading/distribution,https://www.hanwa.co.jp/en/company/outline.html,https://www.hanwa.co.jp/en/company/,high,"Registered HQ Osaka (also Tokyo head office) (TSE:8078). Trading house - Steel segment (bars, sheet, pipe, wire) is primary; also metals/alloys, non-ferrous, energy, foods. Distributor, not a maker."
thang long metal wares jsc,Hanoi,Vietnam,stamped motorcycle/auto metal parts,https://www.investing.com/equities/thang-long-metal-wares-jsc-company-profile,https://tlmetals.vn/en/,high,"HQ Hanoi (HNX:KTL). Sheet-metal pressing/welding - motorcycle frames, exhausts, fuel tanks, wheel rims (+ household metalware); Goshi-Thanglong JV with Honda (fits Honda link)."
zhejiang juhua,Quzhou,China,fluorochemicals (refrigerants & PVDF),https://www.zhejiang-juhua.com/,"https://www.chinachemnet.com/35168/Zhejiang-Juhua-Co-,.html",high,"HQ Quzhou, Zhejiang (SSE:600160), Juhua Group. Fluorine chemicals - refrigerants (R32/R134a/R125), PTFE & PVDF (battery-binder link to BYD via cobalt disruption) + chlor-alkali."
gmb,Osaka,Japan,automotive water pumps & bearings,https://gmb.net/,https://gmb.net/products/water-pump/,high,"HQ Osaka. Water pumps, universal joints, timing tensioner/idler bearings, wheel hubs, chassis parts (fits ZF / GMB Korea link)."
yorozu,Yokohama,Japan,automotive suspension components,https://www.yorozu-corp.co.jp/en/about/outline/,https://www.marklines.com/en/top500/yorozu,high,"HQ Kohoku, Yokohama (TSE:7294). Suspension arms, subframes, brake pedals, engine mounts; Nissan affiliate (~64% of sales)."
ntn,Osaka,Japan,rolling bearings & constant-velocity joints,https://en.wikipedia.org/wiki/NTN_Corporation,https://en.wikipedia.org/wiki/NTN_Corporation,high,HQ Osaka (TSE:6472). One of Japan's big-3 bearing makers; world leader in automotive constant-velocity joints (CVJs) + wheel hub units.
avient,Avon Lake,United States,specialty polymer compounds & colorants,https://en.wikipedia.org/wiki/Avient_Corporation,https://www.globaldata.com/company-profile/avient-corp/,high,"HQ Avon Lake, Ohio (NYSE:AVNT, formerly PolyOne). Specialty engineered polymer compounds, color/additive masterbatches, advanced composites."
nations technologies,Shenzhen,China,"security, MCU & battery-management ICs",https://www.investing.com/equities/nationz-technologies-inc-company-profile,https://finance.yahoo.com/quote/300077.SZ/,high,"HQ Shenzhen (SZSE:300077); renamed Nsing Technologies 2025. Security/trusted-computing chips, general MCUs, Bluetooth RF + battery-management ICs (the Gotion/battery link) for auto/IoT."
mitsubishi chemical,Tokyo,Japan,engineering plastics & Li-ion battery materials,https://www.m-chemical.co.jp/en/products/index.html,https://www.m-chemical.co.jp/en/products/field/electro/battery/index.html,medium,"HQ Tokyo (TSE:4188, Mitsubishi Chemical Group). DIVERSIFIED - the auto/supply-chain slice = engineering plastics (PEEK/PEI, PC) + Li-ion battery anode/electrolyte materials = reported per rule."
globaltek fabrication,New Taipei City,Taiwan,airbag inflators & precision machined metal parts,https://www.globaltekww.com/en/automotive-safety-systems,https://www.dnb.com/business-directory/company-profiles.global_tek_fabrication_co_ltd.5e9d02dc253e4467b8dabee4fc667b10.html,high,"Global Tek Fabrication (TWSE:4566), HQ New Taipei/Taipei; plants Xinwu/Youshi (TW) + Wuxi/Xi'an (CN). Airbag inflators (uses China Steel high-purity steel - fits the link) + fuel-transmission & precision machined parts."
hino motors,Hino,Japan,trucks & buses (diesel),https://en.wikipedia.org/wiki/Hino_Motors,https://en.wikipedia.org/wiki/Hino_Motors,high,"HQ Hino, Tokyo (TSE:7205), Toyota Group. Medium/heavy-duty diesel trucks & buses + industrial diesel engines."
kobe steel,Kobe,Japan,special steel & aluminium forgings,https://www.kobelco.co.jp/english/products/steel-aluminum/,https://en.wikipedia.org/wiki/Kobe_Steel,high,"HQ Chuo-ku, Kobe (TSE:5406, Kobelco). Materials division (special/spring/valve steel, wire rod + aluminium forgings/materials for transport) is its core & auto-relevant; also machinery/power divisions."
lanxess,Cologne,Germany,specialty chemical additives & intermediates,https://en.wikipedia.org/wiki/Lanxess,https://lanxess.com/en,medium,"HQ Cologne (Deutz) (FRA:LXS). Bayer chemicals spin-off; DIVERSIFIED specialty chemicals - additives, intermediates, flame retardants, engineering plastics (exited synthetic rubber via Arlanxeo sale)."
panasonic,Kadoma,Japan,automotive lithium-ion battery cells,https://news.panasonic.com/global/stories/993,https://en.wikipedia.org/wiki/Panasonic_Energy,medium,"Group HQ Kadoma, Osaka (TSE:6752). DIVERSIFIED conglomerate; auto slice = cylindrical Li-ion battery cells (Panasonic Energy; supplies Tesla) - production Osaka (Suminoe) + Nevada/Kansas. Reported per rule."
tokyo nissan computer system,Tokyo,Japan,IT systems integration & IT services,https://www.investing.com/equities/tokyo-nissan-computer-system-co-ltd-company-profile,https://finance.yahoo.com/quote/3316.JP/,high,"HQ Tokyo (TSE:3316). IT systems integration, network/infrastructure, cloud & security services (spun from Tokyo Nissan Motor Sales; acquired by Canon Marketing Japan 2023). SERVICE firm - GRAPH-FIT FLAG: an IT-services company linking Nippon Steel to a seal maker (NOK) looks like a possible graph artifact."
electra battery materials,Temiskaming Shores,Canada,battery-grade cobalt & nickel sulfate refining,https://www.electrabmc.com/projects/ontario-refinery/,https://en.wikipedia.org/wiki/Electra_Battery_Materials,high,"Refinery at Temiskaming Shores, Ontario (reported per production-site rule); corporate HQ Toronto (NASDAQ:ELBM, ex-First Cobalt). North America's first battery-grade cobalt sulfate refinery (fits cobalt/Glencore link)."
zhejiang founder motor,Lishui,China,EV drive/traction motors & micro-motors,http://en.fdm.com.cn/,https://www.marklines.com/en/top500/zhejiang-founder-motor,high,"HQ & base Lishui, Zhejiang (SZSE:002196); plants Shanghai/Hangzhou/Shenzhen/Hubei + Vietnam. EV traction motors, micro-motors, inverters - #3 China EV-drive-motor supplier (rare-earth magnet link)."
jordan petroleum refinery,Zarqa,Jordan,"refined petroleum products (fuels, lube oils, asphalt)",https://en.wikipedia.org/wiki/Jordan_Petroleum_Refinery_Company,https://www.offshore-technology.com/marketdata/zarqa-refinery-cracking-jordan/,high,"Sole Jordanian refinery at Zarqa (~35km from Amman) (ASE:JOPT). Fuels (LPG/gasoline/diesel/jet), lube oils, asphalt."
daimler truck holding,Leinfelden-Echterdingen,Germany,trucks & buses,https://en.wikipedia.org/wiki/Daimler_Truck,https://www.daimlertruck.com/en/company,high,"HQ Leinfelden-Echterdingen (FRA:DTG). World's largest commercial-vehicle maker; brands Mercedes-Benz, Freightliner, Western Star, BharatBenz, Setra, Thomas Built. Spun off from Daimler 2021."
tokyo rope manufacturing,Tokyo,Japan,steel wire rope & tire steel cord,https://www.tokyorope.co.jp/english/company/summary.html,https://www.tokyorope.co.jp/english/product/steelcord/,high,"HQ Koto, Tokyo (TSE:5981). Steel wire ropes + steel cord for tyres (via Toko Steel Cord, Kitakami) & saw wire - fits the tyre-maker customers (Toyo/Yokohama/Sumitomo Rubber)."
hanjin transportation,Seoul,South Korea,freight transport & logistics services,https://www.hanjinkal.com/homepage-hg-en/companies/our-companies/logistics/hanjin-logistics-corporation,https://stockanalysis.com/quote/krx/002320/company/,high,"HQ Seoul (KRX:002320; renamed Hanjin Logistics 2025). Inland transport, stevedoring (incl. steel), warehousing, forwarding, courier. SERVICE firm - distinct from the defunct Hanjin Shipping."
kg eco technology service,Miryang,South Korea,industrial waste-to-steam & copper compounds,https://www.marketscreener.com/KG-ECO-TECHNOLOGY-SERVICE-15867056/company/,https://www.emis.com/php/company-profile/KR/Kg_Eco_Technology_Services_CoLtd_en_3752262.html,medium,"HQ Miryang (KRX:151860), KG Group. DIVERSIFIED - hazardous-waste incineration/steam, bio heavy oil, and new materials (copper oxide/sulfate, tungsten oxide). The KG-Mobility link is intra-group. Reported the environment/materials slice."
air water,Osaka,Japan,industrial gases,https://www.globaldata.com/company-profile/air-water-inc/,https://www.dnb.com/business-directory/company-profiles.air_water_inc.7d3f5bdf34958f3cf460caa7f94f5c06.html,medium,"HQ Osaka (TSE:4088). DIVERSIFIED (industrial/medical gases, chemicals, energy, food, agriculture); auto/industrial slice = industrial gases (O2/N2/Ar) reported per rule."
mitsubishi steel manufacturing,Tokyo,Japan,automotive springs & special steel,https://www.mitsubishisteel.co.jp/english/company/outline/,https://www.mitsubishisteel.co.jp/english/product/springs/,high,"HQ Tsukishima, Chuo, Tokyo (TSE:5632). Coil/leaf/precision springs (Japan's first spring maker) + special-steel bars, precision castings, alloy powders."
komatsu,Tokyo,Japan,construction & mining equipment,https://en.wikipedia.org/wiki/Komatsu_Limited,https://www.komatsu.jp/en/aboutus/locations,high,"HQ Minato, Tokyo (TSE:6301). World's #2 construction/mining equipment maker - excavators, dump trucks, dozers + industrial machinery & diesel engines."
kajima,Tokyo,Japan,general construction & civil engineering,https://en.wikipedia.org/wiki/Kajima,https://www.globaldata.com/company-profile/kajima-corp/,high,"HQ Motoakasaka, Minato, Tokyo (TSE:1812). One of Japan's big general contractors - high-rises, railways, dams, power plants, bridges + real estate. SERVICE/construction firm."
vedanta,Mumbai,India,"aluminium, zinc & base metals",https://en.wikipedia.org/wiki/Vedanta_Limited,https://www.globaldata.com/company-profile/vedanta-ltd/,medium,"HQ Mumbai (NSE:VEDL). DIVERSIFIED natural-resources group; auto/industrial slice = aluminium & zinc/lead (India's largest producer) - also iron ore, copper, oil & gas, power. Smelters in Odisha/Chhattisgarh, zinc in Rajasthan."
jfe,Tokyo,Japan,flat-rolled steel (sheet & plate),https://en.wikipedia.org/wiki/JFE_Steel,https://www.jfe-steel.co.jp/en/company/map.html,high,"JFE Steel (JFE Holdings, TSE:5411), HQ Uchisaiwaicho, Chiyoda, Tokyo; works Fukuyama/Kurashiki & Chiba/Keihin. Japan's #2 steelmaker - auto sheet, plate, electrical steel."
bhp,Melbourne,Australia,iron ore & metallurgical coal,https://en.wikipedia.org/wiki/BHP,https://www.bhp.com/what-we-do,high,"Global HQ 171 Collins St, Melbourne (ASX:BHP). World's largest miner - iron ore (Pilbara, WA), metallurgical coal (Queensland - fits the Aurizon/coal link) & copper. Producer, not a parts maker."
kg dongbusteel,Incheon,South Korea,cold-rolled & coated steel sheet,https://www.gem.wiki/KG_Steel_Incheon_steel_plant,https://stockanalysis.com/quote/krx/016380/company/,high,"KG Steel (KRX:016380, ex-Dongbu/KG Dongbu Steel); main EAF plant Incheon (reported per production-site rule) + Dangjin/Pohang; corporate HQ Seoul. Cold-rolled, galvanized & pre-coated (color) steel sheet."
calb,Changzhou,China,EV lithium-ion battery cells (LFP/NMC),https://en.wikipedia.org/wiki/CALB,https://www.marklines.com/en/top500/calb,high,"HQ Changzhou, Jiangsu (HKEX:3931, ex-China Aviation Lithium Battery/AVIC). LFP & NMC power cells for EVs + ESS; ~world #4 EV-battery supplier."
ford motor,Dearborn,United States,passenger & commercial vehicles,https://en.wikipedia.org/wiki/Ford_Motor_Company,https://en.wikipedia.org/wiki/Ford_Motor_Company,high,"HQ Dearborn, Michigan (NYSE:F). Ford & Lincoln brands - cars, trucks, SUVs, EVs."
volvo car ab,Gothenburg,Sweden,passenger vehicles,https://en.wikipedia.org/wiki/Volvo_Cars,https://en.wikipedia.org/wiki/Volvo_Cars,high,"HQ & main plant Torslanda, Gothenburg (STO:VOLCAR-B). Owned by Zhejiang Geely Holding. NAME NOTE: Volvo Cars (passenger vehicles) is distinct from Volvo AB (trucks) - which is a separate row in this batch."
contemporary amperex technology,Ningde,China,EV lithium-ion battery cells,https://en.wikipedia.org/wiki/CATL,https://en.wikipedia.org/wiki/CATL,high,"CATL, HQ Ningde, Fujian (SHE:300750). World's largest EV-battery maker (~38% share) - LFP & NMC cells, packs, ESS."
honda motor,Tokyo,Japan,passenger vehicles & motorcycles,https://en.wikipedia.org/wiki/Honda,https://www.globaldata.com/company-profile/honda-motor-co-ltd/,high,"Corporate HQ Toranomon, Minato, Tokyo (TSE:7267); main auto plants Suzuka/Saitama, motorcycle plant Kumamoto. World's largest motorcycle maker + major automaker."
suzuki motor,Hamamatsu,Japan,passenger vehicles & motorcycles,https://en.wikipedia.org/wiki/Suzuki,https://www.globaldata.com/company-profile/suzuki-motor-corp/,high,"HQ & main plants Hamamatsu, Shizuoka (TSE:7269). Compact cars (dominant in India via Maruti Suzuki) + motorcycles, outboard engines."
tata motors,Mumbai,India,passenger & commercial vehicles,https://en.wikipedia.org/wiki/Tata_Motors,https://en.wikipedia.org/wiki/Tata_Motors,high,"Corporate HQ Mumbai (Bombay House) (NSE:TATAMOTORS); largest plant Pune (Pimpri-Chinchwad), plus Jamshedpur/Sanand/Pantnagar etc. India's largest CV & major PV maker; owns Jaguar Land Rover."
kg mobility,Pyeongtaek,South Korea,SUVs & pickup trucks,https://en.wikipedia.org/wiki/KG_Mobility,https://en.wikipedia.org/wiki/KG_Mobility,high,"HQ & main plant Pyeongtaek, Gyeonggi (KRX:003620). Ex-SsangYong Motor (renamed 2023 under KG Group). Torres, Rexton, Korando (+ EV), pickups."
borgwarner,Auburn Hills,United States,"powertrain & propulsion systems (turbochargers, EV drive)",https://en.wikipedia.org/wiki/BorgWarner,https://en.wikipedia.org/wiki/BorgWarner,high,"HQ Auburn Hills, Michigan (NYSE:BWA). Turbochargers, timing/emissions, thermal management + EV e-motors, inverters, battery modules/charging."
aapico hitech pcl,Ayutthaya,Thailand,automotive chassis frames & stamped/forged parts,https://www.aapico.com/location/ayutthaya-en/,https://www.marklines.com/en/top500/aapico-hitech-public,high,"HQ & plants Hi-Tech Industrial Estate, Ayutthaya (SET:AH). Chassis frames, metal-forming/stamped parts, forged & machined parts, plastic fuel tanks, jigs/tooling."
korea movenex,Ulsan,South Korea,automotive drive parts (half-shafts/axles) & flanges,https://stockanalysis.com/quote/krx/010100/company/,https://www.marklines.com/en/top500/korea-movenex,high,"HQ & plant Ulsan (KRX:010100, ex-Korea Flange). Half-shafts, front/rear axle & brake assemblies + industrial flanges; ~99% auto sales, supplies Hyundai/Kia."
brilliance china automotive,Shenyang,China,passenger vehicles,https://en.wikipedia.org/wiki/Brilliance_Auto,https://en.wikipedia.org/wiki/BMW_Brilliance,high,"Brilliance/Huachen group, HQ Shenyang, Liaoning (HKEX:1114). Own-brand vehicles + 25% of BMW Brilliance JV. NAME NOTE: distinct from the JV 'bmw brilliance automotive' (separate row)."
american axle & manufacturing,Detroit,United States,driveline & axle systems,https://en.wikipedia.org/wiki/American_Axle,https://www.aam.com/,high,"World HQ Detroit, Michigan (NYSE:AXL). Front/rear axles, driveshafts, differentials + e-driveline & metal-forming. (Acquired Dowlais/GKN Automotive 2026.)"
kumho tire,Gwangju,South Korea,automotive tires,https://en.wikipedia.org/wiki/Kumho_Tire,https://www.emis.com/php/company-profile/KR/Kumho_Tire_CoInc_en_2037533.html,high,"Dual HQ Gwangju (main plant + R&D, reported per production-site rule) & Seoul (admin, Kumho Asiana Tower). KR plants Gwangju/Gokseong/Pyeongtaek + China/Vietnam/US. Owned by Doublestar."
tokai rika,Oguchi,Japan,"automotive switches, locks & seatbelts",https://www.tokai-rika.co.jp/en/company/profile/index.html,https://www.tokai-rika.co.jp/en/company/profile/index.html,high,"HQ & plants Oguchi-cho, Niwa-gun, Aichi (TSE:6995), Toyota group. Switches, locks/keys, seatbelts, shift levers, steering wheels."
sumitomo rubber industries,Kobe,Japan,automotive tires (Dunlop/Falken),https://en.wikipedia.org/wiki/Sumitomo_Rubber_Industries,https://www.globaldata.com/company-profile/sumitomo-rubber-industries-ltd/,high,"HQ Chuo-ku, Kobe (TSE:5110). World's #5 tyre maker - Dunlop & Falken brands; plants Shirakawa/Izumiotsu/Miyazaki + global."
zhejiang leapmotor technology,Jinhua,China,battery-electric vehicles,https://en.wikipedia.org/wiki/Leapmotor,https://finance.yahoo.com/quote/9863.HK/profile/,high,"Vehicle plant Jinhua, Zhejiang (~200k/yr, reported per production-site rule); corporate/R&D HQ Hangzhou Binjiang (HKEX:9863). Stellantis holds ~20%; C/T-series smart EVs."
china south industries,Beijing,China,passenger & commercial vehicles + defense products,https://en.wikipedia.org/wiki/China_South_Industries_Group,https://baike.baidu.com/en/item/China%20South%20Industries%20Group%20Corporation/1527947,medium,"CSGC, HQ Haidian, Beijing (state-owned). DIVERSIFIED defense + auto conglomerate; auto slice historically = Changan vehicles (Changan spun off to an independent central SOE in 2025) + munitions/combat vehicles/auto parts."
garrett motion,Rolle,Switzerland,turbochargers,https://en.wikipedia.org/wiki/Garrett_Motion,https://www.marklines.com/en/top500/garrett-motion,high,"HQ Rolle, Switzerland (NASDAQ:GTX, ex-Honeywell Turbo Technologies). Turbochargers (gasoline/diesel/electrified) + fuel-cell/e-cooling compressors; 13 plants worldwide."
mitsubishi motors,Okazaki,Japan,passenger vehicles,https://en.wikipedia.org/wiki/Mitsubishi_Motors,https://www.mitsubishi-motors.com/en/newsroom/stories/okazaki/index.html,high,"Main/'mother' plant Okazaki, Aichi (reported per production-site rule; also Mizushima, Kurashiki); corporate HQ Minato, Tokyo (TSE:7211). Outlander/PHEV, RVR etc."
triangle tyre,Weihai,China,automotive tires,https://en.wikipedia.org/wiki/Triangle_Group,https://www.emis.com/php/company-profile/CN/Triangle_Tyre_CoLtd__en_4168832.html,high,"HQ & main plant Weihai, Shandong (SSE:601163). Passenger/truck/bus/OTR tyres under Triangle & Diamondback brands; ~world top-25 tyre maker."
lucid,Casa Grande,United States,battery-electric luxury vehicles,https://en.wikipedia.org/wiki/Lucid_Motors,https://en.wikipedia.org/wiki/Lucid_Motors,high,"AMP-1 plant Casa Grande, Arizona (reported per production-site rule); corporate HQ Newark, California (NASDAQ:LCID). Lucid Air sedan & Gravity SUV; majority-owned by Saudi PIF."
canoo,Justin,United States,electric vans & light commercial EVs,https://techcrunch.com/2025/01/17/ev-startup-canoo-files-for-bankruptcy-and-ceases-operations,https://en.wikipedia.org/wiki/Canoo,medium,"Last HQ Justin, Texas; assembly Oklahoma City + battery Pryor, OK. STATUS: filed Chapter 7 liquidation Jan-2025 and ceased operations - defunct."
sangsin brake,Daegu,South Korea,brake friction products (pads & linings),http://www.sangsin.com/eng/company/info/overview,https://www.komachine.com/en/companies/sangsin-brake,high,"HQ Daegu (KRX:041650). Korea's largest brake-friction maker - pads, shoes, linings, discs/drums (brands Hi-Q/Hagen/Hardron)."
hl mando,Seongnam,South Korea,"brake, steering & suspension (chassis) systems",https://en.wikipedia.org/wiki/HL_Mando,https://www.hlmando.com/en/hl-mando/global-network.do,high,"HQ & Global R&D Center Pangyo, Seongnam (KRX:204320), HL Group (ex-Mando). Brakes (ABS/calipers), steering (EPS), suspension + ADAS. Tier-1 to global OEMs."
aptiv,Dublin,Ireland,automotive electrical architecture & ADAS,https://en.wikipedia.org/wiki/Aptiv,https://www.globaldata.com/company-profile/aptiv-plc/,high,"HQ Dublin (NYSE:APTV, ex-Delphi); major ops Troy, Michigan & Gillingham, UK. Wiring harnesses, connectors, electrical centres, high-voltage EV systems + ADAS/software."
bmw brilliance automotive,Shenyang,China,passenger vehicles,https://en.wikipedia.org/wiki/BMW_Brilliance,https://en.wikipedia.org/wiki/BMW_Brilliance,high,"JV BMW (75%) & Brilliance; HQ & plants (Dadong/Tiexi/Lydia) Shenyang, Liaoning - BMW Group's largest production base worldwide. Builds BMW cars + iX3/i3 EVs."
beijing benz automotive,Beijing,China,passenger vehicles,https://en.wikipedia.org/wiki/Beijing_Benz,https://group.mercedes-benz.com/company/production/procuction-network/production-network-beijing.html,high,JV BAIC Motor (51%) & Mercedes-Benz; HQ & plants Beijing (Yizhuang). Mercedes-Benz's largest passenger-car production base outside Germany.
dongfeng honda automobile,Wuhan,China,passenger vehicles,https://en.wikipedia.org/wiki/Dongfeng_Honda,https://en.wikipedia.org/wiki/Dongfeng_Honda,high,"50:50 JV Dongfeng Motor & Honda; HQ & plants Wuhan, Hubei. Honda-brand vehicles (+ new NEV-dedicated plant)."
gac fiat chrysler automobiles,Changsha,China,passenger vehicles (Jeep),https://en.wikipedia.org/wiki/GAC_Fiat_Chrysler,https://carnewschina.com/2025/07/10/gac-stellantis-joint-venture-gac-fca-declared-bankrupt-in-china/,medium,"JV GAC & Stellantis (ex-FCA); plant Changsha, Hunan; built Jeep Cherokee/Compass, Fiat. STATUS: JV terminated 2022, declared bankrupt by Changsha court 2025 - defunct."
sichuan faw toyota motor,Chengdu,China,passenger vehicles,https://en.wikipedia.org/wiki/FAW_Toyota,https://www.marklines.com/en/global/4215,high,"JV FAW & Toyota; plant Chengdu Economic-Tech Dev Zone (Longquanyi), Sichuan. Built Land Cruiser Prado etc. (now FAW Toyota Motor (Chengdu))."
fawer automotive parts,Changchun,China,automotive chassis systems & engine parts,https://stockanalysis.com/quote/she/000030/company/,https://www.marklines.com/en/top500/fawer-automotive-parts-limited,high,"HQ Changchun Auto Economic-Tech Dev Zone, Jilin (SZSE:000030). FAW group supplier - chassis systems, thermal management, steering/safety, engine-peripheral & braking parts, fasteners, powder metallurgy."
hudaco industries,Edenvale,South Africa,automotive & industrial parts distribution,https://www.hudaco.co.za/,https://www.emis.com/php/company-profile/ZA/Hudaco_Industries_Limited_en_2038364.html,high,"HQ Edenvale (Greenstone Hill), Johannesburg (JSE:HDC). Importer/DISTRIBUTOR of branded automotive, industrial & electronic consumables (bearings, belts, seals, etc.) - not a manufacturer."
luminar technologies,Orlando,United States,automotive lidar sensors,https://en.wikipedia.org/wiki/Luminar_Technologies,https://en.wikipedia.org/wiki/Luminar_Technologies,high,"HQ Orlando, Florida (NASDAQ:LAZR); also Palo Alto. 1550nm automotive lidar (Iris) + perception software for ADAS/autonomy."
nexen,Gimhae,South Korea,"tyre curing bladders, tubes & rubber products",https://stockanalysis.com/quote/krx/005720/company/,https://www.marketscreener.com/quote/stock/NEXEN-CORPORATION-6919000/company/,high,"Nexen Corporation (KRX:005720), HQ Gimhae. Rubber division - tyre inner tubes, curing bladders, carbon master batch, solid tyres + logistics & tyre-mould machinery. NAME NOTE: this is the Nexen holding/rubber firm (supplies tyre makers) - distinct from 'nexen tire' (tyres, batch 1) and Nexen/CNOOC energy."
warxiano qiandiao co lid,Hangzhou,China,universal/CV joints & driveline components,https://finance.yahoo.com/quote/000559.SZ/profile/,https://www.marklines.com/en/top500/wanxiang-qianchao,high,"NAME NOTE: 'warxiano qiandiao co lid' is a garbled rendering of Wanxiang Qianchao Co Ltd (SZSE:000559), HQ Xiaoshan, Hangzhou - matched on that basis. Universal/CV joints, drive shafts, wheel bearings; Wanxiang Group. (Same entity appears correctly spelled elsewhere.)"
daedong metals,Busan,South Korea,fluid-film / plain bearings,https://metalbearing.co.kr/,https://www.komachine.com/en/companies/daedong-metal-industry,medium,"Best match: Daedong Metal Industry Co, HQ Yeongdo-gu, Busan - fluid-film/babbitt plain bearings. NOTE: its documented output is turbine/generator & marine-engine bearings (power/ship), so its fit as an automotive node is unclear; possible name ambiguity with other 'Daedong' firms. Kept medium."
farasis energy gan zhou,Ganzhou,China,lithium-ion battery cells (ternary pouch),https://en.wikipedia.org/wiki/Farasis_Energy,https://www.farasis-energy.com/en/about-us/,high,"HQ & main plant Ganzhou Economic-Tech Dev Zone, Jiangxi (SSE:688567). Ternary soft-pack (pouch) Li-ion cells, modules, packs + Na-ion; supplies Mercedes-Benz, Geely, GAC, FAW."
jiangxi changhe automobile,Jingdezhen,China,microvans & small commercial vehicles,https://en.wikipedia.org/wiki/Changhe,"https://baike.baidu.com/en/item/Changhe%20Automobile%20Co.,%20Ltd/48602",medium,"HQ Jingdezhen, Jiangxi (plants also Jiujiang, Hefei); BAIC 70%. Microvans, small trucks/vans. STATUS: reported defunct as a standalone brand ~2022 - noted."
tianjin faw toyota engine,Tianjin,China,automotive engines,https://en.wikipedia.org/wiki/FAW_Toyota,https://global.toyota/en/detail/221382,high,50:50 JV Toyota & FAW; engine plant(s) Tianjin (~220k units/yr). Builds ZR-series 1.6/1.8L engines for FAW-Toyota vehicles (Corolla/Vios).
unitekno,Busan,South Korea,"EV batteries, motors, engines & thermostats (automobile motor assembly parts); also plastic injection-molded auto components",https://sg.finance.yahoo.com/quote/241690.KQ/profile/,https://www.investing.com/equities/unitekno-co-ltd-company-profile,high,"Confirmed: UNITEKNO Co.,Ltd, KOSDAQ 241690, HQ & main plant Busan, South Korea. Founded 1993 (as Daesung Unitekno) by Chairman Lee Jwoa-young. Products: EV batteries, motors, engines, thermostats, motor assembly lines, plastic injection moldings. New Busan plant (2023) and EV/HEV parts plant in San Luis Potosi, Mexico (announced 2024) supplying Toyota/Honda NA plants. Note: user-provided product page (unitekno.co.kr/jsp/eng/sub03_3.jsp) blocks automated fetch (robots.txt) - corroborated instead via Yahoo Finance / Investing.com / MarkLines."
cayman engley industrial,Changchun,China,automotive body structural & reinforced-plastic parts,https://www.engley.com.tw/en/about,https://www.marketscreener.com/quote/stock/CAYMAN-ENGLEY-INDUSTRIAL--27329661/company/,medium,"Cayman Engley Industrial (TWSE:2239) - registered in Cayman Islands (paper domicile), Taiwan-listed; principal operations in China (Changchun Engley + plants across 12 provinces). Body structural parts (bumper frames, sub-frames, hot-formed pillars) + GF-reinforced plastics. Reported main operating base per rule."
g-tekt corporation,Saitama,Japan,automotive body-frame & stamped parts,https://www.marklines.com/en/top500/g-tekt,https://en.wikipedia.org/wiki/G-Tekt,high,"HQ Omiya, Saitama (TSE:5970). Auto body-frame components, heavy-gauge precision stampings, dies & welding equipment; Honda-group Tier-1 (merger of Kikuchi + Takagi, 2011)."
keihin,Tokyo,Japan,fuel-injection & carburetor systems,https://en.wikipedia.org/wiki/Keihin_Corporation,https://en.wikipedia.org/wiki/Keihin_Corporation,high,"HQ Shinjuku, Tokyo. Carburetors, fuel-injection, intake manifolds, throttle bodies, HVAC/ECUs; longtime Honda Tier-1. NAME NOTE: merged into Hitachi Astemo (2021) - now an Astemo brand."
